date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
#date,#item+name,#item+unit,#item+type,#value,#currency,#country+name,#adm1+name,#adm1+code,#name+market,,#item+code,,,#item+type+code,#meta+id,
2015-12-15,Fuel (petrol-gasoline) - Retail,L,non-food,40.0,DZD,Algeria,Tindouf,383,Dakhla,1797,285,15,15,8,1797_285_15_15,
2016-01-15,Fuel (petrol-gasoline) - Retail,L,non-food,60.0,DZD,Algeria,Tindouf,383,Dakhla,1797,285,15,15,8,1797_285_15_15,
2016-02-15,Fuel (petrol-gasoline) - Retail,L,non-food,60.0,DZD,Algeria,Tindouf,383,Dakhla,1797,285,15,15,8,1797_285_15_15,
2016-03-15,Fuel (petrol-gasoline) - Retail,L,non-food,60.0,DZD,Algeria,Tindouf,383,Dakhla,1797,285,15,15,8,1797_285_15_15,
2016-07-15,Fuel (petrol-gasoline) - Retail,L,non-food,45.0,DZD,Algeria,Tindouf,383,Dakhla,1797,285,15,15,8,1797_285_15_15,
2016-08-15,Fuel (petrol-gasoline) - Retail,L,non-food,45.0,DZD,Algeria,Tindouf,383,Dakhla,1797,285,15,15,8,1797_285_15_15,
2016-09-15,Fuel (petrol-gasoline) - Retail,L,non-food,45.0,DZD,Algeria,Tindouf,383,Dakhla,1797,285,15,15,8,1797_285_15_15,
2016-10-15,Fuel (petrol-gasoline) - Retail,L,non-food,45.0,DZD,Algeria,Tindouf,383,Dakhla,1797,285,15,15,8,1797_285_15_15,
2015-04-15,Milk (camel) - Retail,L,milk and dairy,150.0,DZD,Algeria,Tindouf,383,Dakhla,1797,342,15,15,3,1797_342_15_15,
2015-05-15,Milk (camel) - Retail,L,milk and dairy,170.0,DZD,Algeria,Tindouf,383,Dakhla,1797,342,15,15,3,1797_342_15_15,
2015-06-15,Milk (camel) - Retail,L,milk and dairy,170.0,DZD,Algeria,Tindouf,383,Dakhla,1797,342,15,15,3,1797_342_15_15,
2015-07-15,Milk (camel) - Retail,L,milk and dairy,170.0,DZD,Algeria,Tindouf,383,Dakhla,1797,342,15,15,3,1797_342_15_15,
2015-08-15,Milk (camel) - Retail,L,milk and dairy,170.0,DZD,Algeria,Tindouf,383,Dakhla,1797,342,15,15,3,1797_342_15_15,
2015-09-15,Milk (camel) - Retail,L,milk and dairy,150.0,DZD,Algeria,Tindouf,383,Dakhla,1797,342,15,15,3,1797_342_15_15,
2015-10-15,Milk (camel) - Retail,L,milk and dairy,130.0,DZD,Algeria,Tindouf,383,Dakhla,1797,342,15,15,3,1797_342_15_15,
2015-11-15,Milk (camel) - Retail,L,milk and dairy,130.0,DZD,Algeria,Tindouf,383,Dakhla,1797,342,15,15,3,1797_342_15_15,
2015-12-15,Milk (camel) - Retail,L,milk and dairy,130.0,DZD,Algeria,Tindouf,383,Dakhla,1797,342,15,15,3,1797_342_15_15,
2016-01-15,Milk (camel) - Retail,L,milk and dairy,150.0,DZD,Algeria,Tindouf,383,Dakhla,1797,342,15,15,3,1797_342_15_15,
2016-02-15,Milk (camel) - Retail,L,milk and dairy,140.0,DZD,Algeria,Tindouf,383,Dakhla,1797,342,15,15,3,1797_342_15_15,
2016-03-15,Milk (camel) - Retail,L,milk and dairy,140.0,DZD,Algeria,Tindouf,383,Dakhla,1797,342,15,15,3,1797_342_15_15,
2016-07-15,Milk (camel) - Retail,L,milk and dairy,150.0,DZD,Algeria,Tindouf,383,Dakhla,1797,342,15,15,3,1797_342_15_15,
2016-08-15,Milk (camel) - Retail,L,milk and dairy,150.0,DZD,Algeria,Tindouf,383,Dakhla,1797,342,15,15,3,1797_342_15_15,
2016-09-15,Milk (camel) - Retail,L,milk and dairy,150.0,DZD,Algeria,Tindouf,383,Dakhla,1797,342,15,15,3,1797_342_15_15,
2016-10-15,Milk (camel) - Retail,L,milk and dairy,150.0,DZD,Algeria,Tindouf,383,Dakhla,1797,342,15,15,3,1797_342_15_15,
2015-04-15,Fish (canned) - Retail,125 G,"meat, fish and eggs",80.0,DZD,Algeria,Tindouf,383,Dakhla,1797,343,15,74,2,1797_343_15_74,
2015-05-15,Fish (canned) - Retail,125 G,"meat, fish and eggs",80.0,DZD,Algeria,Tindouf,383,Dakhla,1797,343,15,74,2,1797_343_15_74,
2015-06-15,Fish (canned) - Retail,125 G,"meat, fish and eggs",80.0,DZD,Algeria,Tindouf,383,Dakhla,1797,343,15,74,2,1797_343_15_74,
2015-07-15,Fish (canned) - Retail,125 G,"meat, fish and eggs",80.0,DZD,Algeria,Tindouf,383,Dakhla,1797,343,15,74,2,1797_343_15_74,
2015-08-15,Fish (canned) - Retail,125 G,"meat, fish and eggs",75.0,DZD,Algeria,Tindouf,383,Dakhla,1797,343,15,74,2,1797_343_15_74,
2015-09-15,Fish (canned) - Retail,125 G,"meat, fish and eggs",75.0,DZD,Algeria,Tindouf,383,Dakhla,1797,343,15,74,2,1797_343_15_74,
2015-10-15,Fish (canned) - Retail,125 G,"meat, fish and eggs",80.0,DZD,Algeria,Tindouf,383,Dakhla,1797,343,15,74,2,1797_343_15_74,
2015-11-15,Fish (canned) - Retail,125 G,"meat, fish and eggs",80.0,DZD,Algeria,Tindouf,383,Dakhla,1797,343,15,74,2,1797_343_15_74,
2015-12-15,Fish (canned) - Retail,125 G,"meat, fish and eggs",80.0,DZD,Algeria,Tindouf,383,Dakhla,1797,343,15,74,2,1797_343_15_74,
2016-01-15,Fish (canned) - Retail,125 G,"meat, fish and eggs",80.0,DZD,Algeria,Tindouf,383,Dakhla,1797,343,15,74,2,1797_343_15_74,
2016-02-15,Fish (canned) - Retail,125 G,"meat, fish and eggs",80.0,DZD,Algeria,Tindouf,383,Dakhla,1797,343,15,74,2,1797_343_15_74,
2016-03-15,Fish (canned) - Retail,125 G,"meat, fish and eggs",80.0,DZD,Algeria,Tindouf,383,Dakhla,1797,343,15,74,2,1797_343_15_74,
2016-07-15,Fish (canned) - Retail,125 G,"meat, fish and eggs",80.0,DZD,Algeria,Tindouf,383,Dakhla,1797,343,15,74,2,1797_343_15_74,
2016-08-15,Fish (canned) - Retail,125 G,"meat, fish and eggs",80.0,DZD,Algeria,Tindouf,383,Dakhla,1797,343,15,74,2,1797_343_15_74,
2016-09-15,Fish (canned) - Retail,125 G,"meat, fish and eggs",80.0,DZD,Algeria,Tindouf,383,Dakhla,1797,343,15,74,2,1797_343_15_74,
2016-10-15,Fish (canned) - Retail,125 G,"meat, fish and eggs",80.0,DZD,Algeria,Tindouf,383,Dakhla,1797,343,15,74,2,1797_343_15_74,
2015-04-15,Meat (camel) - Retail,KG,"meat, fish and eggs",600.0,DZD,Algeria,Tindouf,383,Dakhla,1797,344,15,5,2,1797_344_15_5,
2015-05-15,Meat (camel) - Retail,KG,"meat, fish and eggs",550.0,DZD,Algeria,Tindouf,383,Dakhla,1797,344,15,5,2,1797_344_15_5,
2015-06-15,Meat (camel) - Retail,KG,"meat, fish and eggs",650.0,DZD,Algeria,Tindouf,383,Dakhla,1797,344,15,5,2,1797_344_15_5,
2015-07-15,Meat (camel) - Retail,KG,"meat, fish and eggs",650.0,DZD,Algeria,Tindouf,383,Dakhla,1797,344,15,5,2,1797_344_15_5,
2015-08-15,Meat (camel) - Retail,KG,"meat, fish and eggs",650.0,DZD,Algeria,Tindouf,383,Dakhla,1797,344,15,5,2,1797_344_15_5,
2015-09-15,Meat (camel) - Retail,KG,"meat, fish and eggs",600.0,DZD,Algeria,Tindouf,383,Dakhla,1797,344,15,5,2,1797_344_15_5,
2015-10-15,Meat (camel) - Retail,KG,"meat, fish and eggs",600.0,DZD,Algeria,Tindouf,383,Dakhla,1797,344,15,5,2,1797_344_15_5,
2015-11-15,Meat (camel) - Retail,KG,"meat, fish and eggs",600.0,DZD,Algeria,Tindouf,383,Dakhla,1797,344,15,5,2,1797_344_15_5,
2015-12-15,Meat (camel) - Retail,KG,"meat, fish and eggs",600.0,DZD,Algeria,Tindouf,383,Dakhla,1797,344,15,5,2,1797_344_15_5,
2016-01-15,Meat (camel) - Retail,KG,"meat, fish and eggs",600.0,DZD,Algeria,Tindouf,383,Dakhla,1797,344,15,5,2,1797_344_15_5,
2016-02-15,Meat (camel) - Retail,KG,"meat, fish and eggs",700.0,DZD,Algeria,Tindouf,383,Dakhla,1797,344,15,5,2,1797_344_15_5,
2016-03-15,Meat (camel) - Retail,KG,"meat, fish and eggs",700.0,DZD,Algeria,Tindouf,383,Dakhla,1797,344,15,5,2,1797_344_15_5,
2016-07-15,Meat (camel) - Retail,KG,"meat, fish and eggs",700.0,DZD,Algeria,Tindouf,383,Dakhla,1797,344,15,5,2,1797_344_15_5,
2016-08-15,Meat (camel) - Retail,KG,"meat, fish and eggs",700.0,DZD,Algeria,Tindouf,383,Dakhla,1797,344,15,5,2,1797_344_15_5,
2016-09-15,Meat (camel) - Retail,KG,"meat, fish and eggs",700.0,DZD,Algeria,Tindouf,383,Dakhla,1797,344,15,5,2,1797_344_15_5,
2016-10-15,Meat (camel) - Retail,KG,"meat, fish and eggs",700.0,DZD,Algeria,Tindouf,383,Dakhla,1797,344,15,5,2,1797_344_15_5,
2015-04-15,Apples - Retail,KG,vegetables and fruits,250.0,DZD,Algeria,Tindouf,383,Dakhla,1797,345,15,5,4,1797_345_15_5,
2015-05-15,Apples - Retail,KG,vegetables and fruits,250.0,DZD,Algeria,Tindouf,383,Dakhla,1797,345,15,5,4,1797_345_15_5,
2015-06-15,Apples - Retail,KG,vegetables and fruits,250.0,DZD,Algeria,Tindouf,383,Dakhla,1797,345,15,5,4,1797_345_15_5,
2015-07-15,Apples - Retail,KG,vegetables and fruits,250.0,DZD,Algeria,Tindouf,383,Dakhla,1797,345,15,5,4,1797_345_15_5,
2015-08-15,Apples - Retail,KG,vegetables and fruits,250.0,DZD,Algeria,Tindouf,383,Dakhla,1797,345,15,5,4,1797_345_15_5,
2015-09-15,Apples - Retail,KG,vegetables and fruits,300.0,DZD,Algeria,Tindouf,383,Dakhla,1797,345,15,5,4,1797_345_15_5,
2015-10-15,Apples - Retail,KG,vegetables and fruits,220.0,DZD,Algeria,Tindouf,383,Dakhla,1797,345,15,5,4,1797_345_15_5,
2015-11-15,Apples - Retail,KG,vegetables and fruits,300.0,DZD,Algeria,Tindouf,383,Dakhla,1797,345,15,5,4,1797_345_15_5,
2015-12-15,Apples - Retail,KG,vegetables and fruits,300.0,DZD,Algeria,Tindouf,383,Dakhla,1797,345,15,5,4,1797_345_15_5,
2016-01-15,Apples - Retail,KG,vegetables and fruits,300.0,DZD,Algeria,Tindouf,383,Dakhla,1797,345,15,5,4,1797_345_15_5,
2016-02-15,Apples - Retail,KG,vegetables and fruits,300.0,DZD,Algeria,Tindouf,383,Dakhla,1797,345,15,5,4,1797_345_15_5,
2016-03-15,Apples - Retail,KG,vegetables and fruits,280.0,DZD,Algeria,Tindouf,383,Dakhla,1797,345,15,5,4,1797_345_15_5,
2016-07-15,Apples - Retail,KG,vegetables and fruits,400.0,DZD,Algeria,Tindouf,383,Dakhla,1797,345,15,5,4,1797_345_15_5,
2016-08-15,Apples - Retail,KG,vegetables and fruits,400.0,DZD,Algeria,Tindouf,383,Dakhla,1797,345,15,5,4,1797_345_15_5,
2016-09-15,Apples - Retail,KG,vegetables and fruits,400.0,DZD,Algeria,Tindouf,383,Dakhla,1797,345,15,5,4,1797_345_15_5,
2016-10-15,Apples - Retail,KG,vegetables and fruits,400.0,DZD,Algeria,Tindouf,383,Dakhla,1797,345,15,5,4,1797_345_15_5,
2015-04-15,Tea (sahm) - Retail,Packet,miscellaneous food,150.0,DZD,Algeria,Tindouf,383,Dakhla,1797,357,15,75,7,1797_357_15_75,
2015-05-15,Tea (sahm) - Retail,Packet,miscellaneous food,130.0,DZD,Algeria,Tindouf,383,Dakhla,1797,357,15,75,7,1797_357_15_75,
2015-06-15,Tea (sahm) - Retail,Packet,miscellaneous food,130.0,DZD,Algeria,Tindouf,383,Dakhla,1797,357,15,75,7,1797_357_15_75,
2015-07-15,Tea (sahm) - Retail,Packet,miscellaneous food,130.0,DZD,Algeria,Tindouf,383,Dakhla,1797,357,15,75,7,1797_357_15_75,
2015-08-15,Tea (sahm) - Retail,Packet,miscellaneous food,140.0,DZD,Algeria,Tindouf,383,Dakhla,1797,357,15,75,7,1797_357_15_75,
2015-09-15,Tea (sahm) - Retail,Packet,miscellaneous food,140.0,DZD,Algeria,Tindouf,383,Dakhla,1797,357,15,75,7,1797_357_15_75,
2015-10-15,Tea (sahm) - Retail,Packet,miscellaneous food,150.0,DZD,Algeria,Tindouf,383,Dakhla,1797,357,15,75,7,1797_357_15_75,
2015-11-15,Tea (sahm) - Retail,Packet,miscellaneous food,150.0,DZD,Algeria,Tindouf,383,Dakhla,1797,357,15,75,7,1797_357_15_75,
2015-12-15,Tea (sahm) - Retail,Packet,miscellaneous food,150.0,DZD,Algeria,Tindouf,383,Dakhla,1797,357,15,75,7,1797_357_15_75,
2016-01-15,Tea (sahm) - Retail,Packet,miscellaneous food,150.0,DZD,Algeria,Tindouf,383,Dakhla,1797,357,15,75,7,1797_357_15_75,
2016-02-15,Tea (sahm) - Retail,Packet,miscellaneous food,150.0,DZD,Algeria,Tindouf,383,Dakhla,1797,357,15,75,7,1797_357_15_75,
2016-03-15,Tea (sahm) - Retail,Packet,miscellaneous food,150.0,DZD,Algeria,Tindouf,383,Dakhla,1797,357,15,75,7,1797_357_15_75,
2016-07-15,Tea (sahm) - Retail,Packet,miscellaneous food,160.0,DZD,Algeria,Tindouf,383,Dakhla,1797,357,15,75,7,1797_357_15_75,
2016-08-15,Tea (sahm) - Retail,Packet,miscellaneous food,160.0,DZD,Algeria,Tindouf,383,Dakhla,1797,357,15,75,7,1797_357_15_75,
2016-09-15,Tea (sahm) - Retail,Packet,miscellaneous food,160.0,DZD,Algeria,Tindouf,383,Dakhla,1797,357,15,75,7,1797_357_15_75,
2016-10-15,Tea (sahm) - Retail,Packet,miscellaneous food,160.0,DZD,Algeria,Tindouf,383,Dakhla,1797,357,15,75,7,1797_357_15_75,
2015-04-15,Oranges - Retail,KG,vegetables and fruits,250.0,DZD,Algeria,Tindouf,383,Dakhla,1797,360,15,5,4,1797_360_15_5,
2015-05-15,Oranges - Retail,KG,vegetables and fruits,250.0,DZD,Algeria,Tindouf,383,Dakhla,1797,360,15,5,4,1797_360_15_5,
2016-07-15,Rice - Retail,KG,cereals and tubers,120.0,DZD,Algeria,Tindouf,383,Boujdour,1901,52,15,5,1,1901_52_15_5,1
2016-08-15,Rice - Retail,KG,cereals and tubers,120.0,DZD,Algeria,Tindouf,383,Boujdour,1901,52,15,5,1,1901_52_15_5,1
2016-09-15,Rice - Retail,KG,cereals and tubers,120.0,DZD,Algeria,Tindouf,383,Boujdour,1901,52,15,5,1,1901_52_15_5,1
2016-10-15,Rice - Retail,KG,cereals and tubers,120.0,DZD,Algeria,Tindouf,383,Boujdour,1901,52,15,5,1,1901_52_15_5,1
2016-07-15,Beans (white) - Retail,KG,pulses and nuts,240.0,DZD,Algeria,Tindouf,383,Boujdour,1901,66,15,5,5,1901_66_15_5,
2016-08-15,Beans (white) - Retail,KG,pulses and nuts,240.0,DZD,Algeria,Tindouf,383,Boujdour,1901,66,15,5,5,1901_66_15_5,
2016-09-15,Beans (white) - Retail,KG,pulses and nuts,230.0,DZD,Algeria,Tindouf,383,Boujdour,1901,66,15,5,5,1901_66_15_5,
2016-10-15,Beans (white) - Retail,KG,pulses and nuts,240.0,DZD,Algeria,Tindouf,383,Boujdour,1901,66,15,5,5,1901_66_15_5,
2016-07-15,Milk - Retail,L,milk and dairy,100.0,DZD,Algeria,Tindouf,383,Boujdour,1901,81,15,15,3,1901_81_15_15,
2016-08-15,Milk - Retail,L,milk and dairy,100.0,DZD,Algeria,Tindouf,383,Boujdour,1901,81,15,15,3,1901_81_15_15,
2016-09-15,Milk - Retail,L,milk and dairy,100.0,DZD,Algeria,Tindouf,383,Boujdour,1901,81,15,15,3,1901_81_15_15,
2016-10-15,Milk - Retail,L,milk and dairy,100.0,DZD,Algeria,Tindouf,383,Boujdour,1901,81,15,15,3,1901_81_15_15,
2016-07-15,Potatoes - Retail,KG,cereals and tubers,80.0,DZD,Algeria,Tindouf,383,Boujdour,1901,83,15,5,1,1901_83_15_5,
2016-08-15,Potatoes - Retail,KG,cereals and tubers,80.0,DZD,Algeria,Tindouf,383,Boujdour,1901,83,15,5,1,1901_83_15_5,
2016-09-15,Potatoes - Retail,KG,cereals and tubers,70.0,DZD,Algeria,Tindouf,383,Boujdour,1901,83,15,5,1,1901_83_15_5,
2016-10-15,Potatoes - Retail,KG,cereals and tubers,80.0,DZD,Algeria,Tindouf,383,Boujdour,1901,83,15,5,1,1901_83_15_5,
2016-07-15,Eggs - Retail,30 pcs,"meat, fish and eggs",370.0,DZD,Algeria,Tindouf,383,Boujdour,1901,92,15,69,2,1901_92_15_69,
2016-08-15,Eggs - Retail,30 pcs,"meat, fish and eggs",400.0,DZD,Algeria,Tindouf,383,Boujdour,1901,92,15,69,2,1901_92_15_69,
2016-09-15,Eggs - Retail,30 pcs,"meat, fish and eggs",370.0,DZD,Algeria,Tindouf,383,Boujdour,1901,92,15,69,2,1901_92_15_69,
2016-10-15,Eggs - Retail,30 pcs,"meat, fish and eggs",370.0,DZD,Algeria,Tindouf,383,Boujdour,1901,92,15,69,2,1901_92_15_69,
2016-07-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",400.0,DZD,Algeria,Tindouf,383,Boujdour,1901,94,15,5,2,1901_94_15_5,
2016-08-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",400.0,DZD,Algeria,Tindouf,383,Boujdour,1901,94,15,5,2,1901_94_15_5,
2016-09-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",400.0,DZD,Algeria,Tindouf,383,Boujdour,1901,94,15,5,2,1901_94_15_5,
2016-10-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",400.0,DZD,Algeria,Tindouf,383,Boujdour,1901,94,15,5,2,1901_94_15_5,
2016-07-15,Sugar - Retail,KG,miscellaneous food,100.0,DZD,Algeria,Tindouf,383,Boujdour,1901,97,15,5,7,1901_97_15_5,
2016-08-15,Sugar - Retail,KG,miscellaneous food,100.0,DZD,Algeria,Tindouf,383,Boujdour,1901,97,15,5,7,1901_97_15_5,
2016-09-15,Sugar - Retail,KG,miscellaneous food,100.0,DZD,Algeria,Tindouf,383,Boujdour,1901,97,15,5,7,1901_97_15_5,
2016-10-15,Sugar - Retail,KG,miscellaneous food,100.0,DZD,Algeria,Tindouf,383,Boujdour,1901,97,15,5,7,1901_97_15_5,
2016-07-15,Lentils - Retail,KG,pulses and nuts,250.0,DZD,Algeria,Tindouf,383,Boujdour,1901,108,15,5,5,1901_108_15_5,
2016-08-15,Lentils - Retail,KG,pulses and nuts,250.0,DZD,Algeria,Tindouf,383,Boujdour,1901,108,15,5,5,1901_108_15_5,
2016-09-15,Lentils - Retail,KG,pulses and nuts,230.0,DZD,Algeria,Tindouf,383,Boujdour,1901,108,15,5,5,1901_108_15_5,
2016-10-15,Lentils - Retail,KG,pulses and nuts,250.0,DZD,Algeria,Tindouf,383,Boujdour,1901,108,15,5,5,1901_108_15_5,
2016-07-15,Pasta - Retail,500 G,cereals and tubers,40.0,DZD,Algeria,Tindouf,383,Boujdour,1901,112,15,28,1,1901_112_15_28,
2016-08-15,Pasta - Retail,500 G,cereals and tubers,40.0,DZD,Algeria,Tindouf,383,Boujdour,1901,112,15,28,1,1901_112_15_28,
2016-09-15,Pasta - Retail,500 G,cereals and tubers,40.0,DZD,Algeria,Tindouf,383,Boujdour,1901,112,15,28,1,1901_112_15_28,
2016-10-15,Pasta - Retail,500 G,cereals and tubers,40.0,DZD,Algeria,Tindouf,383,Boujdour,1901,112,15,28,1,1901_112_15_28,
2016-07-15,Tomatoes - Retail,KG,vegetables and fruits,100.0,DZD,Algeria,Tindouf,383,Boujdour,1901,114,15,5,4,1901_114_15_5,
2016-08-15,Tomatoes - Retail,KG,vegetables and fruits,100.0,DZD,Algeria,Tindouf,383,Boujdour,1901,114,15,5,4,1901_114_15_5,
2016-09-15,Tomatoes - Retail,KG,vegetables and fruits,90.0,DZD,Algeria,Tindouf,383,Boujdour,1901,114,15,5,4,1901_114_15_5,
2016-10-15,Tomatoes - Retail,KG,vegetables and fruits,100.0,DZD,Algeria,Tindouf,383,Boujdour,1901,114,15,5,4,1901_114_15_5,
2016-07-15,Oil - Retail,L,oil and fats,150.0,DZD,Algeria,Tindouf,383,Boujdour,1901,137,15,15,6,1901_137_15_15,
2016-08-15,Oil - Retail,L,oil and fats,150.0,DZD,Algeria,Tindouf,383,Boujdour,1901,137,15,15,6,1901_137_15_15,
2016-09-15,Oil - Retail,L,oil and fats,150.0,DZD,Algeria,Tindouf,383,Boujdour,1901,137,15,15,6,1901_137_15_15,
2016-10-15,Oil - Retail,L,oil and fats,150.0,DZD,Algeria,Tindouf,383,Boujdour,1901,137,15,15,6,1901_137_15_15,
2016-07-15,Cheese (dry) - Retail,Unit,milk and dairy,220.0,DZD,Algeria,Tindouf,383,Boujdour,1901,142,15,33,3,1901_142_15_33,
2016-08-15,Cheese (dry) - Retail,Unit,milk and dairy,220.0,DZD,Algeria,Tindouf,383,Boujdour,1901,142,15,33,3,1901_142_15_33,
2016-09-15,Cheese (dry) - Retail,Unit,milk and dairy,220.0,DZD,Algeria,Tindouf,383,Boujdour,1901,142,15,33,3,1901_142_15_33,
2016-10-15,Cheese (dry) - Retail,Unit,milk and dairy,220.0,DZD,Algeria,Tindouf,383,Boujdour,1901,142,15,33,3,1901_142_15_33,
2016-07-15,Carrots - Retail,KG,vegetables and fruits,100.0,DZD,Algeria,Tindouf,383,Boujdour,1901,166,15,5,4,1901_166_15_5,
2016-08-15,Carrots - Retail,KG,vegetables and fruits,120.0,DZD,Algeria,Tindouf,383,Boujdour,1901,166,15,5,4,1901_166_15_5,
2016-09-15,Carrots - Retail,KG,vegetables and fruits,100.0,DZD,Algeria,Tindouf,383,Boujdour,1901,166,15,5,4,1901_166_15_5,
2016-10-15,Carrots - Retail,KG,vegetables and fruits,100.0,DZD,Algeria,Tindouf,383,Boujdour,1901,166,15,5,4,1901_166_15_5,
2016-07-15,Onions - Retail,KG,vegetables and fruits,100.0,DZD,Algeria,Tindouf,383,Boujdour,1901,173,15,5,4,1901_173_15_5,
2016-08-15,Onions - Retail,KG,vegetables and fruits,100.0,DZD,Algeria,Tindouf,383,Boujdour,1901,173,15,5,4,1901_173_15_5,
2016-09-15,Onions - Retail,KG,vegetables and fruits,75.0,DZD,Algeria,Tindouf,383,Boujdour,1901,173,15,5,4,1901_173_15_5,
2016-10-15,Onions - Retail,KG,vegetables and fruits,100.0,DZD,Algeria,Tindouf,383,Boujdour,1901,173,15,5,4,1901_173_15_5,
2016-07-15,Bananas - Retail,KG,vegetables and fruits,300.0,DZD,Algeria,Tindouf,383,Boujdour,1901,254,15,5,4,1901_254_15_5,
2016-08-15,Bananas - Retail,KG,vegetables and fruits,300.0,DZD,Algeria,Tindouf,383,Boujdour,1901,254,15,5,4,1901_254_15_5,
2016-09-15,Bananas - Retail,KG,vegetables and fruits,300.0,DZD,Algeria,Tindouf,383,Boujdour,1901,254,15,5,4,1901_254_15_5,
2016-10-15,Bananas - Retail,KG,vegetables and fruits,300.0,DZD,Algeria,Tindouf,383,Boujdour,1901,254,15,5,4,1901_254_15_5,
2016-07-15,Fuel (diesel) - Retail,L,non-food,35.0,DZD,Algeria,Tindouf,383,Boujdour,1901,284,15,15,8,1901_284_15_15,
2016-08-15,Fuel (diesel) - Retail,L,non-food,35.0,DZD,Algeria,Tindouf,383,Boujdour,1901,284,15,15,8,1901_284_15_15,
2016-09-15,Fuel (diesel) - Retail,L,non-food,35.0,DZD,Algeria,Tindouf,383,Boujdour,1901,284,15,15,8,1901_284_15_15,
2016-10-15,Fuel (diesel) - Retail,L,non-food,35.0,DZD,Algeria,Tindouf,383,Boujdour,1901,284,15,15,8,1901_284_15_15,
2016-07-15,Fuel (petrol-gasoline) - Retail,L,non-food,45.0,DZD,Algeria,Tindouf,383,Boujdour,1901,285,15,15,8,1901_285_15_15,
2016-08-15,Fuel (petrol-gasoline) - Retail,L,non-food,45.0,DZD,Algeria,Tindouf,383,Boujdour,1901,285,15,15,8,1901_285_15_15,
2016-09-15,Fuel (petrol-gasoline) - Retail,L,non-food,45.0,DZD,Algeria,Tindouf,383,Boujdour,1901,285,15,15,8,1901_285_15_15,
2016-10-15,Fuel (petrol-gasoline) - Retail,L,non-food,45.0,DZD,Algeria,Tindouf,383,Boujdour,1901,285,15,15,8,1901_285_15_15,
2016-07-15,Milk (camel) - Retail,L,milk and dairy,150.0,DZD,Algeria,Tindouf,383,Boujdour,1901,342,15,15,3,1901_342_15_15,
2016-08-15,Milk (camel) - Retail,L,milk and dairy,150.0,DZD,Algeria,Tindouf,383,Boujdour,1901,342,15,15,3,1901_342_15_15,
2016-09-15,Milk (camel) - Retail,L,milk and dairy,150.0,DZD,Algeria,Tindouf,383,Boujdour,1901,342,15,15,3,1901_342_15_15,
2016-10-15,Milk (camel) - Retail,L,milk and dairy,150.0,DZD,Algeria,Tindouf,383,Boujdour,1901,342,15,15,3,1901_342_15_15,
2016-07-15,Fish (canned) - Retail,125 G,"meat, fish and eggs",80.0,DZD,Algeria,Tindouf,383,Boujdour,1901,343,15,74,2,1901_343_15_74,
2016-08-15,Fish (canned) - Retail,125 G,"meat, fish and eggs",80.0,DZD,Algeria,Tindouf,383,Boujdour,1901,343,15,74,2,1901_343_15_74,
2016-09-15,Fish (canned) - Retail,125 G,"meat, fish and eggs",80.0,DZD,Algeria,Tindouf,383,Boujdour,1901,343,15,74,2,1901_343_15_74,
2016-10-15,Fish (canned) - Retail,125 G,"meat, fish and eggs",80.0,DZD,Algeria,Tindouf,383,Boujdour,1901,343,15,74,2,1901_343_15_74,
2016-07-15,Meat (camel) - Retail,KG,"meat, fish and eggs",700.0,DZD,Algeria,Tindouf,383,Boujdour,1901,344,15,5,2,1901_344_15_5,
2016-08-15,Meat (camel) - Retail,KG,"meat, fish and eggs",700.0,DZD,Algeria,Tindouf,383,Boujdour,1901,344,15,5,2,1901_344_15_5,
2016-09-15,Meat (camel) - Retail,KG,"meat, fish and eggs",700.0,DZD,Algeria,Tindouf,383,Boujdour,1901,344,15,5,2,1901_344_15_5,
2016-10-15,Meat (camel) - Retail,KG,"meat, fish and eggs",700.0,DZD,Algeria,Tindouf,383,Boujdour,1901,344,15,5,2,1901_344_15_5,
2016-07-15,Apples - Retail,KG,vegetables and fruits,400.0,DZD,Algeria,Tindouf,383,Boujdour,1901,345,15,5,4,1901_345_15_5,
2016-08-15,Apples - Retail,KG,vegetables and fruits,400.0,DZD,Algeria,Tindouf,383,Boujdour,1901,345,15,5,4,1901_345_15_5,
2016-09-15,Apples - Retail,KG,vegetables and fruits,450.0,DZD,Algeria,Tindouf,383,Boujdour,1901,345,15,5,4,1901_345_15_5,
2016-10-15,Apples - Retail,KG,vegetables and fruits,400.0,DZD,Algeria,Tindouf,383,Boujdour,1901,345,15,5,4,1901_345_15_5,
2016-07-15,Tea (sahm) - Retail,Packet,miscellaneous food,160.0,DZD,Algeria,Tindouf,383,Boujdour,1901,357,15,75,7,1901_357_15_75,
2016-08-15,Tea (sahm) - Retail,Packet,miscellaneous food,160.0,DZD,Algeria,Tindouf,383,Boujdour,1901,357,15,75,7,1901_357_15_75,
2016-09-15,Tea (sahm) - Retail,Packet,miscellaneous food,160.0,DZD,Algeria,Tindouf,383,Boujdour,1901,357,15,75,7,1901_357_15_75,
2016-10-15,Tea (sahm) - Retail,Packet,miscellaneous food,160.0,DZD,Algeria,Tindouf,383,Boujdour,1901,357,15,75,7,1901_357_15_75,
